"","region","perc_agr","SL_c","DL_c","IRF_c","ORF_c","RC_c","TRF_c","SRS_c","RS_c","PL_c","BRS_c","SL_o","DL_o","IRF_o","ORF_o","RC_o","TRF_o","SRS_o","RS_o","PL_o","BRS_o","perc_agr_025","SL_c_025","DL_c_025","IRF_c_025","ORF_c_025","RC_c_025","TRF_c_025","SRS_c_025","RS_c_025","PL_c_025","BRS_c_025","SL_o_025","DL_o_025","IRF_o_025","ORF_o_025","RC_o_025","TRF_o_025","SRS_o_025","RS_o_025","PL_o_025","BRS_o_025","perc_agr_975","SL_c_975","DL_c_975","IRF_c_975","ORF_c_975","RC_c_975","TRF_c_975","SRS_c_975","RS_c_975","PL_c_975","BRS_c_975","SL_o_975","DL_o_975","IRF_o_975","ORF_o_975","RC_o_975","TRF_o_975","SRS_o_975","RS_o_975","PL_o_975","BRS_o_975","perc_agr_05","SL_c_05","DL_c_05","IRF_c_05","ORF_c_05","RC_c_05","TRF_c_05","SRS_c_05","RS_c_05","PL_c_05","BRS_c_05","SL_o_05","DL_o_05","IRF_o_05","ORF_o_05","RC_o_05","TRF_o_05","SRS_o_05","RS_o_05","PL_o_05","BRS_o_05"
"11","pns",0.607448478900883,0.291313502286669,0.666643423222861,0.295310856664589,0.475514384326811,0.158054854235854,0.198013998317439,0.608958712715121,0.285263581655134,0.368547089934,0.602906104249408,0.335232147344675,0.551890480509855,0.399538606422869,0.231216994707915,0.393014649785189,0.145087996328154,0.605022008570132,0.829948627825495,0.375490391803156,0.362072101270739,0.596172718351325,0.329113788487282,0.725783699059561,0.337724329324699,0.501351543838889,0.18735504826665,0.219748333796168,0.653344696969697,0.352717391304348,0.412551220575414,0.636683437653489,0.371943115975352,0.630965909090909,0.430776522164132,0.25830258302583,0.42367530592302,0.169262568140521,0.63754500450045,0.854722222222222,0.415914735099338,0.403588243686688,0.619259077526987,0.262550977172819,0.6,0.263217327459618,0.445175438596491,0.129671398178313,0.171497381780389,0.567731173792454,0.226979166666667,0.327592954990215,0.571119442658622,0.297024033634538,0.476190476190476,0.360967619303189,0.196897220426632,0.355302254098361,0.118743525755721,0.566078272772524,0.796982820074137,0.334395973154362,0.330455183861083,0.597129538763494,0.324487282463186,0.722222222222222,0.325188356164383,0.500063938618926,0.185450020376084,0.21744127936032,0.643818571046294,0.340936807095344,0.409803486997636,0.632305481874447,0.369099175103112,0.622222222222222,0.429170188190219,0.253107622583002,0.420854658792651,0.163723667905824,0.633931824095759,0.85295716112532,0.410635845418727,0.393348592037731
"12","indo",0.565695431472081,0.274670074178989,0.527647160538855,0.375953374507543,0.578923938774633,0.184735349534248,0.470874303587659,0.603487258769444,0.551108553279491,0.257423634963836,0.357310639712699,0.356795159793625,0.344384806692803,0.52127957200588,0.41538480832275,0.52777875529703,0.263665171028458,0.486693068688785,0.705628041147717,0.226343749970206,0.480835248361226,0.556053299492386,0.309439067222086,0.572061228197674,0.405140088476933,0.603124064828086,0.222316725197542,0.496875,0.645653409090909,0.603812238353968,0.291371327222501,0.399559312396116,0.388164217071792,0.398183760683761,0.547946330777656,0.456466538400793,0.570195035460993,0.298667711598746,0.528424401197605,0.739844302901628,0.260511435033928,0.52101651763537,0.576167512690355,0.249339425350064,0.4800880070658,0.339420518789491,0.546320656420943,0.150170291213598,0.444516385885508,0.570352016404648,0.499656960510571,0.217758739877543,0.317563486616335,0.321668305876568,0.288349514563107,0.498954183266932,0.380571266968326,0.486853448275862,0.232470089353324,0.428047342814371,0.658734567901235,0.188807260155575,0.446039438502674,0.557842639593909,0.305593093093093,0.567267508610792,0.401092676116838,0.599462722112889,0.216020895522388,0.493067207307979,0.640405058245117,0.6,0.288079807021623,0.392401960784314,0.383795584110035,0.386363636363636,0.544436369142252,0.445255019585285,0.558795045045045,0.294683441558442,0.52331679947959,0.736245477426459,0.258641462401329,0.513954880294659
"13","cosea",0.718188653451811,0.150862765333283,0.33,0.144504689468429,0.313828882351379,0.0559903885786964,0,0,0.529299508688208,0.231779883294418,0.481683042697563,0.326451109202242,0.964791889878758,0.140004784656483,0.0769157515470886,0.37104777066857,0,0.990581075302801,0.0952755459804515,0.458068001053834,0.123619202856493,0.7053998632946,0.172910839160839,0.5,0.170261766926756,0.338426297384038,0.0779324229691877,0,0,0.56701607267645,0.317045454545455,0.509752216412821,0.357734826080834,0.96969696969697,0.160375874125874,0.0924720490951834,0.407465304254995,0,0.991379310344828,0.126582278481013,0.537156593406593,0.154265886994505,0.729682159945318,0.12807881773399,0,0.11947782023344,0.289611872146119,0.036144578313253,0,0,0.495415193708968,0.142857142857143,0.454513174649819,0.294636215555857,0.957382246376812,0.121213450292398,0.0573533447684391,0.33538961038961,0,0.989583333333333,0.0595238095238095,0.357142857142857,0.0910434643656121,0.707416267942584,0.171309912854031,0.5,0.164816659059159,0.332642056106623,0.0737122352124089,0,0,0.565730458221024,0.315789473684211,0.507828379065041,0.356617647058823,0.96969696969697,0.15717032967033,0.0899797634067431,0.404004081632653,0,0.991308095952024,0.125079113924051,0.533452380952381,0.14972404055962
"14","gbrt",0.5877291886196,0.201982785661331,0.470490671302062,0.368481201242363,0.596375024597475,0.25143007293572,0.33566408043999,0.581515600072284,0.227255403630915,0.130062327284741,0.122001220192937,0.290722845311695,0.21196100535656,0.331307960790898,0.309531043672728,0.781765184907914,0.0410491821559933,0.512915685058531,0.740812526327019,0.116747717576871,0.32433406902564,0.574538988408851,0.231240203761755,0.497819359086918,0.396417235741079,0.618126272912424,0.306280707500819,0.447636363636364,0.61470346744142,0.30188679245283,0.162395810484755,0.160779816513761,0.324929468511103,0.235691744508962,0.358672839506173,0.339350180505415,0.808906555153033,0.0769230769230769,0.544293743890518,0.782213252067294,0.151607142857143,0.372221279963817,0.600381981032666,0.173967236467237,0.446097678916828,0.3404617555098,0.573738934610464,0.18718671679198,0.222084980237154,0.541677973767526,0.148148148148148,0.0944117647058824,0.0863643899204244,0.261011509517486,0.1839492923423,0.298174550097276,0.279740772599312,0.753815559440559,0,0.472527472527473,0.694890673806337,0.0726838235294118,0.281209371614301,0.575842992623815,0.225550132644038,0.495668675345111,0.392479311486263,0.61427450736877,0.294155354449472,0.42366220735786,0.61172446013289,0.298333333333333,0.158449594959496,0.153846153846154,0.317924401699843,0.234795615013006,0.355580808080808,0.337017786561265,0.808270676691729,0.0717032967032967,0.540245417831625,0.77360622534911,0.149454022988506,0.37038332038332
"15","westaus",0.719481268011527,0.50218133249362,0,0.147642319536156,0.559448315473501,0.0522740690118508,0.169823095182775,0.115369723282902,0.0980571190336392,0.0874827465971488,0.11351560055808,0.153276256834732,0.856511013358448,0.150559677937757,0.0967120214181667,0.758346297186483,0.456997170937055,0.0475711789383227,0.300235898767076,0.0859570713897736,0.226113574350729,0.707175792507205,0.549385026737968,0,0.173477343606678,0.583720159151194,0.0819672131147541,0.215445508100147,0.135080731640062,0.131392857142857,0.109684684684685,0.14241935483871,0.195876288659794,0.9,0.17533175888439,0.115406500065591,0.785887377963738,0.5068125,0.064027883880825,0.33587786259542,0.110096153846154,0.258338992468206,0.733198847262248,0.458841463414634,0,0.123617509271911,0.536163524948281,0.0296202809482001,0.123011363636364,0.0937685294398929,0.0608998144712429,0.0584134615384615,0.0820068067828994,0.111120786516854,0.804710820895522,0.127333995954523,0.0712894073139976,0.731707317073171,0.399934748350241,0.0304238505747126,0.262320664121254,0.0596702317290553,0.199335106382979,0.708904899135447,0.541465356532546,0,0.17269820020824,0.5759011485826,0.0794290834613416,0.208877964141122,0.132334159658592,0.125056306306306,0.107154841802493,0.136910438789822,0.189770114942529,0.896126287505598,0.172556106780062,0.114309133489461,0.784244884819001,0.497063210071501,0.0604525862068965,0.33345498783455,0.106929469901168,0.250068306010929
"16","south_china_sea",0.854155844155844,0.101188164760855,0.49067835768665,0.171798686203307,0.257588826395439,0.0491486529220019,0,0.0649547812561435,0.0893722506865557,0.133011172341235,0.181205947571992,0.119082729777527,0.280956366751021,0.196243731838725,0.138548385945914,0.136071874033037,0,0.0505875538049613,0.127271444450032,0.261667330211395,0.201364289707359,0.845849802371542,0.119817379448909,0.557983870967742,0.191734175962449,0.288204399406822,0.0641174321979727,0,0.0831880033531931,0.111489207474227,0.170471014492754,0.215974801061008,0.142615488842783,0.356126482213439,0.21900463666768,0.162202380952381,0.15903335437556,0,0.0627583661417322,0.152069442965172,0.314296446302587,0.233590060227913,0.863085827216262,0.0744738546219847,0.427341920374707,0.143842235451954,0.227401780487536,0.0349959774738537,0,0.0468976142017187,0.0682520412292604,0.0908653846153846,0.14851133391456,0.0998837209302326,0.202159090909091,0.166903551429413,0.119356321839081,0.114186169091292,0,0.0335255846667839,0.0989948574100048,0.209575078954924,0.171460467559758,0.846979107848673,0.118576002543258,0.545454545454545,0.189532374100719,0.280310344827586,0.0615796054459572,0,0.0813008130081301,0.108157248157248,0.164497716894977,0.2117929089444,0.139017615176152,0.342105263157895,0.213793995859213,0.156495447438609,0.154787823525286,0,0.0604899804496578,0.148240740740741,0.307970342910102,0.228833419332645
"17","phil",0.658223562152134,0.204222654797913,0.258433880586968,0.295615621965692,0.426384028306373,0.0215181609790382,0.424470875586168,0.533716228948262,0.0759421686115891,0.275033864193406,0.310522895492728,0.165949653865423,0.157859118871755,0.389923329236088,0.170189678521202,0.491868571655601,0.217657301766647,0.274921720642814,0.901224323018883,0.281508637914896,0.394692013346664,0.647031539888683,0.233700514426303,0.302617537890504,0.330331753554502,0.45461759504863,0.0337967401725792,0.451705505916445,0.56234670487106,0.133333333333333,0.311159274193548,0.350214667792793,0.188813886210222,0.194304226115225,0.41774811199772,0.192181647288171,0.518157290808521,0.247946109504911,0.308877102276104,0.922859432234432,0.324902643003064,0.436619718309859,0.666291743970315,0.176236263736264,0.211864406779661,0.260869565217391,0.396861413043478,0.00680072195483161,0.390690736245955,0.50214262709135,0,0.240723654110111,0.271212121212121,0.133133959216636,0.119266055045872,0.364537266488753,0.14673989643656,0.4637864302786,0.190030734555886,0.240553774928775,0.879746835443038,0.243625321750322,0.355053736898071,0.648817254174397,0.228693845148034,0.301724137931034,0.323390400936494,0.450555311355311,0.032258064516129,0.450023961661342,0.558226570115583,0.125416666666667,0.301915909620312,0.340724819222229,0.186481193868593,0.185904044409199,0.415966076696165,0.190132174542821,0.512221729490022,0.242082588842565,0.302658371040724,0.921701700418696,0.314633980251958,0.430717488789238
"18","southeastern_asia",0.529392478302797,0.0202989542340641,0,0.133942982854126,0.66728631415945,0,0.0843044803824025,0.225460739034111,0.647221951518951,0.0920555348431882,0.679660466455654,0.638706337093829,0.924587858551847,0.0750718747842322,0.143301012070754,0.995557754266884,0.551629539901314,0.200517818027864,0.312979569146407,0.0790877571597205,0.360696449588018,0.516140308582449,0.0333333333333333,0,0.158894129979036,0.687089285714286,0,0.115085119798235,0.255070126753169,0.676992674902229,0.13400641025641,0.711173499702911,0.677172564338235,0.94039456201955,0.0935258964143426,0.168456732867743,0.995850622406639,0.592311764705882,0.233338702749141,0.34852636127917,0.120833333333333,0.396802600472813,0.54220106075217,0,0,0.112990411931818,0.647961674413426,0,0.0561170212765958,0.19047619047619,0.619442405606076,0.0526016009852217,0.652101771559688,0.601471336499322,0.906728587634714,0.055050509260031,0.113852813852814,0.995293537957304,0.517416878633721,0.163430865921788,0.278447546531303,0.0377358490566038,0.317321902235695,0.518780135004822,0.0315957446808511,0,0.15387443438914,0.683877747613626,0,0.11125730994152,0.252627879445568,0.673242237516005,0.127292069632495,0.709137718649914,0.675388261395724,0.93781014480481,0.0913208037415556,0.165289855072464,0.995763605807051,0.579612244897959,0.226223084333585,0.340437222352116,0.117647058823529,0.392096361008933
"19","se_caribbean",0.569718151071026,0.277106240318193,0.142754675217227,0.406450098070988,0.615368065937023,0.185642141046339,0.366887761867995,0.323219188404027,0.522337127662134,0.437890775543315,0.323019674104958,0.177961553704326,0.4193070056294,0.219274805916235,0.25991662717822,0.88951609533621,0.518965016645647,0.289158683778948,0.400313147978277,0.457014945009393,0.760573260957372,0.558624577226607,0.312139423076923,0.189191607026675,0.429775280898876,0.638231435473882,0.25375,0.422417721518987,0.353519417475728,0.558104994395317,0.495974576271186,0.379924242424242,0.2081220657277,0.479638752052545,0.243376895306859,0.291846115324081,0.910731516957571,0.569348039215686,0.320039418903357,0.451829268292683,0.519485294117647,0.792908430818879,0.583159526493799,0.245761013507548,0.0908639523336644,0.376017857142857,0.594824198336051,0.121867245657568,0.313636363636364,0.290525568181818,0.473581730769231,0.362084573412699,0.266119791666667,0.151385806749885,0.358854166666667,0.19220019421725,0.235902953586498,0.865566202090592,0.465266875981162,0.254720583130857,0.345904558404558,0.385137362637363,0.728140843501031,0.559751972942503,0.309666452962613,0.183749055177627,0.426695729334571,0.634248834141538,0.25,0.412541666666667,0.348245431893688,0.556081309755478,0.485714285714286,0.376823473509147,0.204061468359139,0.466751054852321,0.237046499053798,0.286352809303629,0.909090909090909,0.565752115752116,0.318225108225108,0.44391492776886,0.50774628879892,0.784682105745284
"20","meso",0.71856108160309,0.109315664330074,0.564112311037845,0.119731199889274,0.469253029049902,0.0194722894700285,0.15106923601325,0.0548100899956894,0.123288040866406,0.111807165954911,0.454864181196155,0.37783651770761,0.0522668750632925,0.160282728862657,0.133921746312444,0.178560449772222,0.472130007988613,0.372698165931688,0.19622291100264,0.369755424645883,0.502058737854956,0.705685659101883,0.13614365277511,0.591755952380952,0.140750545851528,0.498196500269671,0.0283091916427475,0.189254972875226,0.0757906215921482,0.152568965517241,0.149032258064516,0.490880758807588,0.417636598262621,0.071412316882378,0.184313725490196,0.155071982281285,0.201997737103801,0.50295060331825,0.412489643744822,0.229139828234031,0.415608594570271,0.537675965463845,0.731047802993723,0.0743801652892562,0.538122171945701,0.100179110105581,0.43819877422251,0.00936663595278842,0.111579008341056,0.0311945176080383,0.0965232974910395,0.0768756795940558,0.416734984851185,0.341441256830601,0.0316257816257817,0.126484113712375,0.112145808736718,0.150323509113154,0.440447904157374,0.330113636363636,0.155021994134897,0.314936363636364,0.461832640359156,0.708812168034766,0.129590925799506,0.589399483792091,0.139135938359934,0.492084179040701,0.0276497695852534,0.178546248447703,0.0738255033557047,0.149711117323642,0.141542501221299,0.48347605893186,0.411014951121334,0.0683443322981366,0.182264957264957,0.152373782997089,0.20003717472119,0.500092936802974,0.404772727272727,0.222488356620093,0.409297520661157,0.53279071413405
"21","rsga",0.720233949945593,0.11788768284748,0.567802882491334,0.150226155706873,0.456581741938254,0.0517489622113319,0.0676161981571843,0.143838661299496,0.173205337938161,0.0893656838311541,0.548109746156483,0.263869127007517,0.257367370770857,0.177977100382398,0.127022264839772,0.460801037418242,0.106147427297977,0.621952451299273,0.457719162497526,0.129174906268476,0.132357206364995,0.707780195865071,0.140803444732593,0.629976383265857,0.17798778296802,0.483382748260595,0.072875,0.0855438034188034,0.187886029411765,0.216867469879518,0.124145768025078,0.57315930745165,0.293077956989247,0.317019607843137,0.205036631571888,0.152413245356794,0.496369922212619,0.129782896701,0.661184332223455,0.5,0.170798931520155,0.162710299092042,0.732344940152339,0.0932698326883679,0.51684350132626,0.122128630705394,0.425084619952494,0.0312353492733239,0.0435785141409877,0.102272727272727,0.124189814814815,0.0487500000000001,0.517314165191354,0.231351704852968,0.175127877237852,0.155418242994409,0.106920525127047,0.423757575757576,0.0797879109225875,0.583530150753769,0.40708125,0.0879643962848298,0.0992893801816028,0.709466811751904,0.137099597409417,0.62367824238129,0.174592417476578,0.481802164611125,0.067670201847417,0.082927953242666,0.181003912937148,0.212589285714286,0.117696909272183,0.572849365809855,0.290371669004208,0.309603174603175,0.196122178988327,0.145777649409855,0.491063673939204,0.123377197936669,0.649771198519667,0.496126989762708,0.166666666666667,0.156570490265071
"22","eastern_micronesia",0.785259955752212,0.188131652690988,0.0498454754691476,0.160986290040086,0.32169191589788,0.0238583441605241,0,0.161415777483957,0.269238131874399,0.0745058669365538,0.501436061360349,0.211358749607201,0.429222113061595,0.319243462521776,0.0550054793699262,0.215662164377807,0,0.309620076968829,0.156933881774567,0.129117515552876,0.339572023209025,0.774308628318584,0.212407353278911,0.0852355072463769,0.190251256281407,0.343012964537284,0.0349399164054336,0,0.188116005873715,0.297680762633593,0.0977324525185796,0.543232187241094,0.239302752293578,0.506104651162791,0.356398631534511,0.0692377369007804,0.242852846832398,0,0.343222762367744,0.18444089900111,0.153688124185845,0.389693292144748,0.794800884955752,0.162252051983584,0,0.127515575195596,0.296355993839309,0.0111049314052651,0,0.136030584803318,0.236879640629641,0.0524709302325581,0.45220971950424,0.177612126245847,0.355555555555556,0.288658281457292,0.0365178677519011,0.191232506361323,0,0.280447096677641,0.131864119922631,0.1042464166166,0.281485973888497,0.775967920353982,0.210057397687023,0.08,0.187515862944162,0.338751802990325,0.0311126261248977,0,0.184878131347326,0.294026284348865,0.0933664596273291,0.539537037037037,0.237689515267991,0.5,0.352797283398943,0.0662406629318394,0.236688796680498,0,0.340058823529412,0.182632017590524,0.150298197322971,0.382637139374238
"23","central_south_pacific",0.821493383742911,0.145513439500484,0.756800512619569,0.135005717893178,0.378008582051425,0.0965070896145207,0.0262793765738064,0.0931543095708162,0.0953436028162831,0.0526722138489464,0.0884752468562174,0.283283262616336,0.198330076614132,0.197227523468068,0.090960959132431,0.480398283884844,0.0262300389050198,0.0861348483518851,0.138581310655194,0.0704743104355067,0.0657869283683198,0.812224322621298,0.173119613994678,0.818181818181818,0.156851461190048,0.401184179840416,0.124566605839416,0.0359688106011635,0.12138679245283,0.123543802423113,0.079012987012987,0.112301782724318,0.327259378552482,0.303768382352941,0.225750300120048,0.110647453784444,0.51747437443473,0.0381168359941944,0.115592131877023,0.177255732801595,0.102034559643255,0.0879630052523407,0.83145872715816,0.119047619047619,0.692307692307692,0.109609465178915,0.349698359073359,0.0722758064516129,0.0143796603148301,0.0534019439679818,0.06447603263641,0.0262993762993764,0.0609827586206897,0.251109813084112,0.0740384615384615,0.163454268935931,0.0745987991266375,0.442891548679025,0.0134147440519107,0.0587878787878788,0.10285409035409,0.0386867088607594,0.0416457650009647,0.812854442344045,0.168906093906094,0.812572674418605,0.15290575765154,0.397146358543417,0.121026225067717,0.0352658904971681,0.119281013163143,0.119266055045872,0.0769730269730269,0.109045121545121,0.315683859750797,0.294117647058823,0.220994986168741,0.107758620689655,0.511728329809725,0.0368748933265062,0.112401950392198,0.175021929824561,0.101449275362319,0.0857142857142857
"24","nw_arabian_sea",0.457040516735173,0.0753684177618762,0.0143161323241026,0.0977017226797076,0.926268760960906,0,0.305,0,0.782837103251586,0.0249800346317288,0.747686376231611,0.338710697517118,0.834727513734107,0.160934444779561,0.961986287360779,0.990256163858791,0.87727417027417,0.907000542544119,0.335315273999866,0.0298762472568523,0.0661336587758117,0.44293893129771,0.0942892156862745,0.0274211711711712,0.117395336512984,0.956534090909091,0,0.5,0,0.803047839506173,0.0404040404040404,0.766509666271557,0.369199337677599,0.867579431438127,0.181818181818182,0.978104022813566,0.991343703148426,0.909090909090909,0.929982131595543,0.380901726900481,0.0492744127353912,0.0833610884739397,0.468614210217264,0.0576073232323233,0,0.0730169986442799,0.90195399113082,0,0,0,0.761218912313818,0.0039583333333334,0.726752756100582,0.311599637861723,0.806435486659367,0.135549507004683,0.949771141459924,0.989123242349049,0.815833333333334,0.882330183254581,0.284552845528455,0.00961165048543688,0.0465783750194191,0.446799765120376,0.09328853626943,0.027027027027027,0.114177489177489,0.953358974358974,0,0.5,0,0.800584943404826,0.0396039603960396,0.765098902136454,0.365648354203341,0.857142857142857,0.181018282002627,0.975614693393898,0.991079260651629,0.909090909090909,0.929247665332571,0.37302179578299,0.0481002613890964,0.0828044322164851
"25","tropical_eastern_pacific",0.670546995377504,0.0669580590401986,0.51,0.0737818674047402,0.439723902042745,0,0.0430249407497281,0.583615746831742,0.763726106803214,0.0837945549009407,0.382717674308156,0.020197100856587,0.6,0.0137939263184771,0.039542761741638,0.923260833627198,0.145290446524209,0.875291920494649,0.70681445375787,0.0398546755882795,0.0888213302101801,0.655181047765794,0.0893939393939394,0.666666666666667,0.0949705564235068,0.468235630636694,0,0.0635106382978723,0.652611111111111,0.801470588235294,0.125,0.418188820764993,0.0287448389760528,0.75,0.0212765957446809,0.0530337297718854,0.947236145920356,0.181664334911752,0.903225806451613,0.753679906542056,0.0625,0.111749096286559,0.684899845916795,0.0414557739557739,0,0.0494202044025158,0.410682574916759,0,0.0213852665293983,0.529981992797119,0.721965517241379,0.0273836336336335,0.349624038139846,0.011360774818402,0,0,0.0270114475927581,0.900552325581395,0.10788614298323,0.850487012987013,0.659230769230769,0,0.0624706618682522,0.657858243451464,0.0824237757930397,0.666666666666667,0.0916156045751634,0.46671834625323,0,0.0618878865979382,0.642857142857143,0.798582089552239,0.116347469220246,0.412465986394558,0.0284172077922078,0.75,0.0208554964539007,0.0514139353253477,0.944866753331167,0.177140057755776,0.901960784313726,0.75,0.0607007575757574,0.10838949785217
"26","ne_asia",0.76669936526255,0.128910774412935,0.226071686351254,0.204491071675618,0.428195167626025,0.0293375635549722,0.141506776646889,0.231878864295681,0.190106840419928,0.303452380952381,0.353184541525361,0.196910420574394,0.217298287913541,0.272567516161189,0.0962089913205743,0.426022190278239,0.154510005789056,0.278850574989689,0.0988994168194856,0,0.365146437212179,0.754428736295441,0.15731235534002,0.269580063934903,0.237192088774095,0.453966156808359,0.0443618513323982,0.162876683501683,0.262147727272727,0.221259225734577,0.5,0.4048908900324,0.23245955690955,0.264890341400173,0.299799578059072,0.118203918722787,0.456816774307706,0.184103691800228,0.312483660130719,0.127352192034579,0,0.411821948164563,0.77668782458165,0.1016481365487,0.181705013736264,0.166618625277162,0.398636241275213,0.0138847359537015,0.109791352438411,0.199906054593555,0.161089922647185,0,0.303009708737864,0.163807984205474,0.176752136752137,0.239218691936083,0.073677347242921,0.393103372914694,0.121725790010194,0.242340722691073,0.0649675919402564,0,0.316210284280936,0.756462781304097,0.15360289821199,0.266735395189003,0.233034350204524,0.450571307130713,0.0414575461609752,0.161054336989033,0.258468580940491,0.217658560630956,0.5,0.396335662978063,0.225984018940515,0.258124253285544,0.296949626354351,0.114761074293687,0.453685207266606,0.178474796145293,0.30849874339642,0.12418687396063,0,0.408255102040816
"27","sea",0.761641914191419,0,0.590213955978662,0.119579985012619,0.0376519757549654,0.00717592067844475,0.681752387616308,0,0.19853464096376,0,0,0.0677186482246315,0,0,0.129466503367467,0.0468958000759673,0,0.987950673348395,0.638813292988634,0,0.787774255308126,0.746699669966997,0,0.727272727272727,0.137321163857,0.050093808630394,0.0122699386503068,0.714750575771534,0,0.252386363636364,0,0,0.0950431034482759,0,0,0.156116080715623,0.064646299483649,0,0.98936170212766,0.685524193548387,0,0.840748207885305,0.775185643564356,0,0.429861111111111,0.100645830280761,0.0230328129977702,0,0.649995636236691,0,0.133746402302526,0,0,0.0410623732251523,0,0,0.105555222088836,0.0294117647058824,0,0.986008411580595,0.592767857142857,0,0.748650697392359,0.747524752475248,0,0.727272727272727,0.134515549262023,0.0478881737731296,0.0122699386503068,0.710308412866737,0,0.242338709677419,0,0,0.0926799440950383,0,0,0.153542930098947,0.0601424991697611,0,0.989247311827957,0.675524934383202,0,0.826951654448187
"28","west_africa",0.894506172839506,0,0,0,0,0,0,0.512972765474406,0.0148789925483619,0.00503445933537305,0.0199094441242751,0,0,0,0.189615079365079,0,0,0.0670672921594341,0.367199020212858,0.00274751629452441,0,0.879537037037037,0,0,0,0,0,0,0.564357311320755,0.0234615384615385,0.00844074918102833,0.0283167484032847,0,0,0,0.368333333333333,0,0,0.0955805609915199,0.403735632183908,0.00426486633933443,0,0.906172839506173,0,0,0,0,0,0,0.466875,0.00314569536423848,0,0.011172182766465,0,0,0,0,0,0,0.0365625000000001,0.332453936348409,0,0,0.883950617283951,0,0,0,0,0,0,0.556367977654638,0.0229007633587787,0.00833507670850764,0.026626167271244,0,0,0,0.333333333333333,0,0,0.0946267696267696,0.4,0.00420256710279043,0
